Solution accepted: 00000123 --> 91694515
Solution accepted: 91694515 --> 63933865
Solution accepted: 63933865 --> 71252991
Solution accepted: 71252991 --> 29125080
Solution accepted: 29125080 --> 47056961
Solution accepted: 47056961 --> 86574338
Solution accepted: 86574338 --> 97131712
Solution accepted: 97131712 --> 02484191
Solution accepted: 02484191 --> 79844765
Solution accepted: 79844765 --> 55120402
Solution accepted: 55120402 --> 34862874
Solution accepted: 34862874 --> 32380809
Solution accepted: 32380809 --> 35323790
Solution accepted: 35323790 --> 64847333
Solution accepted: 64847333 --> 34040618
Solution accepted: 34040618 --> 08225091
Solution accepted: 08225091 --> 28042634
Solution accepted: 28042634 --> 29544247
Solution accepted: 29544247 --> 57086348
Solution accepted: 57086348 --> 44530616
Solution accepted: 44530616 --> 19324709
Solution accepted: 19324709 --> 11948134
Solution accepted: 11948134 --> 05847963
Solution accepted: 05847963 --> 39137494
Solution accepted: 39137494 --> 96013671
Solution accepted: 96013671 --> 16145904
Solution accepted: 16145904 --> 92596189
Solution accepted: 92596189 --> 58747147
Solution accepted: 58747147 --> 48675369
Solution accepted: 48675369 --> 69838722
Solution accepted: 69838722 --> 29654733
Solution accepted: 29654733 --> 66424014
Solution accepted: 66424014 --> 22228209
Solution accepted: 22228209 --> 39702544
Solution accepted: 39702544 --> 37958539
Solution accepted: 37958539 --> 52092889
Solution accepted: 52092889 --> 74496255
Solution accepted: 74496255 --> 14908424
Solution accepted: 14908424 --> 62245139
Solution accepted: 62245139 --> 34829977
Solution accepted: 34829977 --> 19007586
Solution accepted: 19007586 --> 12101474
Solution accepted: 12101474 --> 11890860
Solution accepted: 11890860 --> 75261312
Solution accepted: 75261312 --> 01756053
Solution accepted: 01756053 --> 08457584
Solution accepted: 08457584 --> 75165991
Solution accepted: 75165991 --> 52839195
Solution accepted: 52839195 --> 41082109
Solution accepted: 41082109 --> 76722886
Solution accepted: 76722886 --> 33554888
Solution accepted: 33554888 --> 15057560
Solution accepted: 15057560 --> 39853816
Solution accepted: 39853816 --> 72068494
Solution accepted: 72068494 --> 54703038
Solution accepted: 54703038 --> 67189325
Solution accepted: 67189325 --> 24970439
Solution accepted: 24970439 --> 99022928
Solution accepted: 99022928 --> 71870143
Solution accepted: 71870143 --> 69334609
Solution accepted: 69334609 --> 73898687
Solution accepted: 73898687 --> 30946096
Solution accepted: 30946096 --> 10039881
Solution accepted: 10039881 --> 47866384
Solution accepted: 47866384 --> 50573311
Solution accepted: 50573311 --> 04226161
Solution accepted: 04226161 --> 34820320
Solution accepted: 34820320 --> 08780502
Solution accepted: 08780502 --> 82143823
Solution accepted: 82143823 --> 49850501
Solution accepted: 49850501 --> 59168351
Solution accepted: 59168351 --> 92082155
Solution accepted: 92082155 --> 64432896
Solution accepted: 64432896 --> 06622720
Solution accepted: 06622720 --> 89689243
Solution accepted: 89689243 --> 45267712
Solution accepted: 45267712 --> 31607578
Solution accepted: 31607578 --> 82626951
Solution accepted: 82626951 --> 06960936
Solution accepted: 06960936 --> 22500592
Solution accepted: 22500592 --> 97260357
Solution accepted: 97260357 --> 95823000
Solution accepted: 95823000 --> 82246280
Solution accepted: 82246280 --> 73673159
Solution accepted: 73673159 --> 46059385
Solution accepted: 46059385 --> 20268400
Solution accepted: 20268400 --> 62504282
Solution accepted: 62504282 --> 26053026
Solution accepted: 26053026 --> 91895236
Solution accepted: 91895236 --> 96825133
Solution accepted: 96825133 --> 16009580
Solution accepted: 16009580 --> 49029896
Solution accepted: 49029896 --> 88328705
Solution accepted: 88328705 --> 70020085
Solution accepted: 70020085 --> 87368814
Solution accepted: 87368814 --> 71830675
Solution accepted: 71830675 --> 83732952
Solution accepted: 83732952 --> 19379493
Solution accepted: 19379493 --> 45766713
Solution accepted: 45766713 --> 29665416
Solution accepted: 29665416 --> 52668353
Solution accepted: 52668353 --> 68133750
Solution accepted: 68133750 --> 88388134
Solution accepted: 88388134 --> 80737402
Solution accepted: 80737402 --> 10789488
Solution accepted: 10789488 --> 19843061
Solution accepted: 19843061 --> 76475264
